Module,Path,baseline,node22,node20,node18,bun,deno,workerd,wranglerUnenv
,,,22.14.0,4.5.1,1.2.0,2.2.8,d3cd504
*globals*,console._stdout.iterator,supported,supported,unsupported,unsupported,unsupported,unsupported
*globals*,console._stdout.listenerCount,supported,supported,supported,supported,supported,unsupported
*globals*,console._stdout.listeners,supported,supported,supported,supported,supported,unsupported
*globals*,console._stdout.localAddress,supported,supported,unsupported,unsupported,unsupported,unsupported
*globals*,console._stdout.localFamily,supported,supported,unsupported,unsupported,unsupported,unsupported
*globals*,console._stdout.localPort,supported,supported,unsupported,unsupported,unsupported,unsupported
*globals*,console._stdout.map,supported,supported,unsupported,unsupported,unsupported,unsupported
*globals*,console._stdout.off,supported,supported,supported,supported,supported,unsupported
*globals*,console._stdout.on,supported,supported,supported,supported,supported,unsupported
*globals*,console._stdout.once,supported,supported,supported,supported,supported,unsupported
*globals*,console._stdout.pause,supported,supported,unsupported,unsupported,unsupported,unsupported
*globals*,console._stdout.pending,supported,supported,unsupported,supported,unsupported,unsupported
*globals*,console._stdout.pipe,supported,supported,supported,supported,supported,unsupported
*globals*,console._stdout.prependListener,supported,supported,supported,supported,supported,unsupported
*globals*,console._stdout.prependOnceListener,supported,supported,supported,supported,supported,unsupported
*globals*,console._stdout.push,supported,supported,unsupported,unsupported,unsupported,unsupported
*globals*,console._stdout.rawListeners,supported,supported,supported,supported,supported,unsupported
*globals*,console._stdout.read,supported,supported,unsupported,unsupported,unsupported,unsupported
*globals*,console._stdout.readable,supported,supported,unsupported,supported,unsupported,unsupported
*globals*,console._stdout.readableAborted,supported,supported,unsupported,unsupported,unsupported,unsupported
*globals*,console._stdout.readableBuffer,supported,supported,unsupported,unsupported,unsupported,unsupported
*globals*,console._stdout.readableDidRead,supported,supported,unsupported,unsupported,unsupported,unsupported
*globals*,console._stdout.readableEncoding,supported,supported,unsupported,unsupported,unsupported,unsupported
*globals*,console._stdout.readableEnded,supported,supported,unsupported,unsupported,unsupported,unsupported
*globals*,console._stdout.readableFlowing,supported,supported,unsupported,unsupported,unsupported,unsupported
*globals*,console._stdout.readableHighWaterMark,supported,supported,unsupported,unsupported,unsupported,unsupported
*globals*,console._stdout.readableLength,supported,supported,unsupported,unsupported,unsupported,unsupported
*globals*,console._stdout.readableObjectMode,supported,supported,unsupported,unsupported,unsupported,unsupported
*globals*,console._stdout.readyState,supported,supported,unsupported,unsupported,unsupported,unsupported
*globals*,console._stdout.reduce,supported,supported,unsupported,unsupported,unsupported,unsupported
*globals*,console._stdout.ref,supported,supported,unsupported,unsupported,unsupported,unsupported
*globals*,console._stdout.remoteAddress,supported,supported,unsupported,unsupported,unsupported,unsupported
*globals*,console._stdout.remoteFamily,supported,supported,unsupported,unsupported,unsupported,unsupported
*globals*,console._stdout.remotePort,supported,supported,unsupported,unsupported,unsupported,unsupported
*globals*,console._stdout.removeAllListeners,supported,supported,supported,supported,supported,unsupported
*globals*,console._stdout.removeListener,supported,supported,supported,supported,supported,unsupported
*globals*,console._stdout.resetAndDestroy,supported,supported,unsupported,unsupported,unsupported,unsupported
*globals*,console._stdout.resume,supported,supported,unsupported,unsupported,unsupported,unsupported
*globals*,console._stdout.server,supported,supported,unsupported,unsupported,unsupported,unsupported
*globals*,console._stdout.setDefaultEncoding,supported,supported,supported,supported,supported,unsupported
*globals*,console._stdout.setEncoding,supported,supported,unsupported,unsupported,unsupported,unsupported
*globals*,console._stdout.setKeepAlive,supported,supported,unsupported,unsupported,unsupported,unsupported
*globals*,console._stdout.setMaxListeners,supported,supported,supported,supported,supported,unsupported
*globals*,console._stdout.setNoDelay,supported,supported,unsupported,unsupported,unsupported,unsupported
*globals*,console._stdout.setTimeout,supported,supported,unsupported,unsupported,unsupported,unsupported
*globals*,console._stdout.some,supported,supported,unsupported,unsupported,unsupported,unsupported
*globals*,console._stdout.take,supported,supported,unsupported,unsupported,unsupported,unsupported
*globals*,console._stdout.toArray,supported,supported,unsupported,unsupported,unsupported,unsupported
*globals*,console._stdout.uncork,supported,supported,supported,supported,supported,unsupported
*globals*,console._stdout.unpipe,supported,supported,unsupported,unsupported,unsupported,unsupported
*globals*,console._stdout.unref,supported,supported,unsupported,unsupported,unsupported,unsupported
*globals*,console._stdout.unshift,supported,supported,unsupported,unsupported,unsupported,unsupported
*globals*,console._stdout.wrap,supported,supported,unsupported,unsupported,unsupported,unsupported
*globals*,console._stdout.writable,supported,supported,supported,supported,supported,unsupported
*globals*,console._stdout.writableBuffer,supported,supported,supported,supported,supported,unsupported
*globals*,console._stdout.writableCorked,supported,supported,supported,supported,supported,unsupported
*globals*,console._stdout.writableEnded,supported,supported,supported,supported,supported,unsupported
*globals*,console._stdout.writableFinished,supported,supported,supported,supported,supported,unsupported
*globals*,console._stdout.writableHighWaterMark,supported,supported,supported,supported,supported,unsupported
*globals*,console._stdout.writableLength,supported,supported,supported,supported,supported,unsupported
*globals*,console._stdout.writableNeedDrain,supported,supported,supported,supported,supported,unsupported
*globals*,console._stdout.writableObjectMode,supported,supported,supported,supported,supported,unsupported
*globals*,console._stdout.write,supported,supported,supported,supported,supported,unsupported
*globals*,console._stdoutErrorHandler,supported,supported,stub,unsupported,unsupported,unsupported
*globals*,console._times.*self*,supported,supported,supported,unsupported,unsupported,unsupported
*globals*,console._times.clear,supported,supported,supported,unsupported,unsupported,unsupported
*globals*,console._times.delete,supported,supported,supported,unsupported,unsupported,unsupported
*globals*,console._times.entries,supported,supported,supported,unsupported,unsupported,unsupported
*globals*,console._times.forEach,supported,supported,supported,unsupported,unsupported,unsupported
*globals*,console._times.get,supported,supported,supported,unsupported,unsupported,unsupported
*globals*,console._times.has,supported,supported,supported,unsupported,unsupported,unsupported
*globals*,console._times.keys,supported,supported,supported,unsupported,unsupported,unsupported
*globals*,console._times.set,supported,supported,supported,unsupported,unsupported,unsupported
*globals*,console._times.size,supported,supported,supported,unsupported,unsupported,unsupported
*globals*,console._times.values,supported,supported,supported,unsupported,unsupported,unsupported
*globals*,console.assert,supported,supported,supported,supported,supported,supported
*globals*,console.clear,supported,supported,supported,supported,supported,supported
*globals*,console.context,supported,supported,supported,unsupported,unsupported,unsupported
*globals*,console.count,supported,supported,supported,supported,supported,supported
*globals*,console.countReset,supported,supported,supported,supported,supported,supported
*globals*,console.createTask,supported,supported,supported,unsupported,supported,unsupported
*globals*,console.debug,supported,supported,supported,supported,supported,supported
*globals*,console.dir,supported,supported,supported,supported,supported,supported
*globals*,console.dirxml,supported,supported,supported,supported,supported,supported
*globals*,console.error,supported,supported,supported,supported,supported,supported
*globals*,console.group,supported,supported,supported,supported,supported,supported
*globals*,console.groupCollapsed,supported,supported,supported,supported,supported,supported
